text,Sentiments
Watching the best moments of Inbetweeners last night highlighted the fact that (towie) is full of helmets. Surely im not the only one?,1
Shooting Tvshow Sons of Anarchy at my studio today. They closed off all the streets for a giant gun battle! Fun.  http://t.co/4lE2dIh,1
"Yaaayy!! :D RT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August",1
Prayers and thoughts to Pavol Demitra's family today and all others on the plane. The blues nation lost a loved member today,0
@IreneNell Good morning Irene :) I love the tiger photies so much! Do you own them?,1
Ok i need something to try cheer me up after the the loss last night!Tickets for the Brittany and Nicki Minaj 2mo night - i need2Get looking,1
Yay inbetweeners is in the cinemas august 17th    Should be well funny,1
I wanna go see Rise of the Planet of the Apes tonight!,2
If I said Lady Gaga is at Britney Spears' concert tonight.... would you hold it against me??? #BritneyGaga #clicheHIAMplug,2
@cf125 @followimran Four Lions is on Sunday night @ 9pm on @C4Insider Make sure you watch it boys. (Eid Mubarck Imran) #veryfunnyfilm,1
"Had a great chat with top international referee Dave Pearson. Bit in tomorrow's Journal, & big feature nearer the Rugby World Cup kick-off.",1
Kicking off in London tonight? Wait til you see the West Ham fans tomorrow after we've beaten them 3-0 ;),1
"*singing in my Beyonce voice* I may be young, but I'm ready...to give you all my love",2
RT @GimmieDatBoom: Steelers gonna beat the Ravens tomorrow lol,1
Listening to that Elvis Presley... He may be on to something with his rock and roll!,1
@rugbyworldcup Five year old decided he needed to follow a 2nd team when ABs not playing. Which one? After alot of thought: Tonga,2
RT @SovernNation: Boehner wants president to change speech to Thurs instead of going against #GOP2012 debate. What? Same time as Packers ...,0
Four Lions is on C4 at 9pm Sunday if you haven't seen it,2
@Irenie_M Irene Thank you very much for your lovely MTs today much appreciated! Hope you have a great weekend!,1
RT @TeamJorchel: Retweet if you're ready for Big Brother tonight! #teamjorchel #bb13 #cbsbigbrother,1
"Last night for @CTV's Lloyd Robertson. A sad day for news, will miss that deep voice. #legendary",0
Off to see Toby Keith at the Red Rock Casino amphitheater tonight in Vegas. OH YEAH :-),1
"RT @CGBlasi: Very impressed with Joco Teenage Republicans! 16 teens showed up today, ready to #fight big government and Obama! #NObama",1
Maybe she won't...but shit then again maybe she will... - She Will ft Drake coming out today ! Single off CARTER IV !,0
Stayed up too late to watch the 1st ep of Sons of Anarchy. New favourite show! #sonsofanarchy,1
@charliemax Democrats will quickly implode and concede.  Obama will either veto the Boehner bill or invoke the 14th Amend...then IMPEACH!,0
"RT @Ro_OneTwo: I will be at the movies Friday night to see ""Final Destination 5"". I'm in love with scary movies :)",1
Be here TONIGHT at 6pm to see the UFC Middleweight Championship fight between Anderson Silva and Yushin Okami for FREE! http://t.co/Sw4FFii,2
"Weird thing today, my copy of Deus Ex: HR shipped. Probaby have the box a few days before Steam lets me play it.",1
"RT @quizderek: Elvis Presley's 34th death anniversary is on Aug 16. 14 Aug, Today is the independence day of Pakistan.",2
@GroovyBruce do you think you could please more women in 1 night than Charlie Sheen?,2
"RT @GaGaInfo: For those who haven't heard, Lady Gaga has attended Britney Spears' Femme Fatale Tour tonight! GodgaLovesGodney",2
"if Twilight wins all the awards at the TCA's tonight, I will burn my Twilight posters k? ok.",0
@Nicegirll1124 Good! Well Summerslam is on early monday morning Live here at 1am so il be up watchin it for The Great One.. #TeamBringIt,1
Going to see Rise of the Planet of the Apes tonight:) Perfection #check,1
Come and check out UFC 134 this Saturday Night at Wings U at 8pm! Anderson Silvia Vs. Yushin Okami for the World Middle Weight Championship!,2
"wooohoooo channel 4 is playing the film Four Lions on sunday at 9pm, everyone should watch such a funny film!",1
In an ideal world Oregon and Boise State will win Sept 3rd and give power to the PAC NW! #GoDucks,1
http://t.co/5Wbymtv - How true. Think it's time for another Deus Ex playthrough before DX3 is released Friday week.,1
@stillawake Are you off somewhere nice? I'm bored today. Got a list of 395 applications I need to get ready for Windows 7. Tedious,0
"Tokyo , Seoul , London , New York Kimama Ni Sekai wo drive tonight Kakuchi de hirou suru new style :)",2
One of the main influences for @GOTK's 2nd album is Michael Jackson... No joke.,2
@sdelong4 I bet. They are coming to Vegas the 20th. I wanna go then. What were tickets there?,2
Oh my god everyone please stop talking about the Steelers tonight. We are not playing. We are irrelevant tonight.,0
"@SultanAlQassemi @beleidy Good morning, you two. Have you heard about Obama, the UN, and #Agenda21? http://t.co/oVlL8Hc He's a traitor.",0
Details of matches we're showing live for the Rugby World Cup coming later today.,2
RT @TAN_Network: Foreign Minister Surapong to file complaint against Democrats with police on Mon at 3pm,2
"Talked bulletproof design among other cool topics with the MTA yesterday. No, seriously, bulletproof design.",1
"If he truly loves his party, Boehner should be doing all he can to schedule Obama's address on the same night as the GOP debate.",2
PJ Harvey or King Creosote would be deserving winners of the #Mercury2011 prize tonight but think Tinie Tempah will nick it,1
okay this Wookie boy too childish he say I gotta hear my favorite song 1st and this niggah play 1+1 by Beyonce :) I love that song man;,1
RT if you think that John Cena is going to win at Summerslam this Sunday,2
About as much interest in today as I do in the Rugby World Cup. #zero,0
Tweet di Brintey So amazing to have the beautiful Lady Gaga at the show in AC tonight. Love you girl.- Britney http://fb.me/13C1kUZaw,1
"Well, our playwright Mel didn't make it to #dawnsearlylight today due to MTA's incompetence. So I guess we gotta eat his birthday treats...",0
"Sunday Dialogue: Curing the Health System: ... fostered by Republicans who place ideology over country, took tha... http://t.co/XDBUYLw",0
So u tx me and ask if I can spend the night.Haha I DON'T EVEN KNOW U (Kevin hart voice) haha,1
@Lagana @JohnAsHimself either of you LA guys going to Summerslam on Sunday?,2
"Evening Grace Patriots! God bless & Restore R Great Country, R people, R  vets, R men & women in uniform, & the Nations of Israel & Japan!",1
RT @CoryWho: Alright everyone lets do this. 2 winners tonight at 9pmEST. Girl and boy winners. 1600 Microsoft Points. @ me and follow fo ...,1
"@katechambers19 oh that'll be nice. Where you going? Umm think I'm going to see inbetweeners on Wednesday, otherwise free? Hannibal rising?",1
"RT @MJ_Dictionary: Michaeling: (v) (a): Talking or tweeting about Michael Jackson a lot. Examples: ""I was Michaeling all day today.""",2
"@PsychoSix-Smoker Beohner ""got 98% of what he wanted.""  Fact: Dow down 634 today and Boehner OWNS every point. #p2 #fok #maddow #teaparty",2
I'm sorry she may be the queen but Madonna is a bitch #gogaga,0
Mail on Sunday: Cesc Fabregas is so desperate to leave Arsenal for Barcelona that he has offered to give up more ... http://tmi.me/e71Co,1
"@KayelaLovesYou Channel 4, Friday, 10.25pm I think. Looks like it's going to be a really good documentary. Obama's involved!",1
So if the Premiership is called off on Saturday who is for Inbetweeners?,2
"@WWE You guys realize that Summerslam is THIS Sunday, right?? Why does the card have only 4 matches right now?",0
MacDougall is killing the Raiders.  Mad Dog scores 2nd after good leadup work from Gidley and Houston. Gidley misses kick. Knights 16-4,0
anderson silva is fighting saturday in the ufc.  you know he can't lose.,1
Jersey shore season four tonight :) x,1
"RT @Drofdarb23: Damn. Who becomes the 3rd back, Ajayi?  RT @IDS_BroncoBeat Boise State RB malcolm Johnson tore ACL in practice yesterday.",2
"RT @fregariavr: RT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 ...",2
this #earthquake may be the only thing in the history of the MTA that HASN'T caused service disruptions...,0
RT @MTARecordsUK: Check out the brand new video for @16bit 'Dinosaurs' released Aug 29th on MTA. http://t.co/gsmV7yt,2
"Went to see ""Rise of the Planet of the Apes"" tonight Great movie B+ for sure.  !!lChris-Rockz!!!",1
Windows 7 brain damage this evening. Apple should just buy Microsoft and crush the life out of it. Please.,0
"@QuietusCyn @ShatteredYuuki Yeah, It's on netflix I think now. I still like the futuristic and action concepts even today.",1
RT @Fearnecotton: Also back to school special Celebrity Juice on itv2 tonight! Oushhhhh,1
I was watching Ex-ministries videos today and found out some shocking news about Michael Jackson!,0
"@JennRunsChi What the what? Too out of it to google it now, will check in the morning, but sure, up 4 anything that isn't going back to SD.",2
The RAIDERS game is tomorrow and I'm juiced. Who is going or wants to go to the game?,2
Nikki Walker will miss Rugby World Cup on account of the knee injury he sustained yesterday v Italy. Details on www.scotlandrugbyteam.org.,0
SingSnap | One Night With You by jclabb in the style of Elvis Presley http://t.co/lUaSoWJ,2
I ON SUNDAY: Ahead of Inbetweeners film 10 other sitcoms which went on holiday to big screen + Watercooler + hero of the week Michael Winner,2
So far today Ive been asked who will win the Rugby World Cup and what the score would be between Darlington/Fleetwood,2
RT @spaikin: want to wish legendary broadcaster lloyd robertson a great final newscast tonight.  the man is a total class act.  #ctv  #l ...,1
A night to just lay up & watch movies on Netflix.,2
so who wants to watch the Steelers game with me on Sunday?,2
See what we Just published at #MMA Rants Today: Anderson Silva made the most disturbing Burger King Comme http://t.co/7QS19HS @adominguez,2
"@JamesCrosby28 watched the cricket, awesome game, followed by jersey shore and seven dwarves! Great night of TV!",1
@QBKILLA Good morning Killa! Who's your pick for the Georgia - Boise State game this Saturday?,2
watching Kung Fu Panda 2 with the tribe & the nieces...a mellow evening,1
"RT @iAmOshun ""Truth is like the sun. You can shut it out for a time, but it ain't goin' away."", Elvis Presley",2
"My 1st Ever Male frnd in London just send me a Ping!!! Dat ping is so annoying, he is my 1st gud frnd bet why dis Ping??? Angry much",0
Fake Democrats lose in Wisconsin primary recalls All six fake Democrats lost to Democrats supported by the party in primaries Tuesday that,0
Summerslam may be interesting after all! @cmpunk saves the day again. #Raw,1
"Steve Jobs is my man of the century. 10 years ago, they were this close to bankruptcy. Today, Apple is the most valuable company in d world",1
RT @arodsf: no way to underestimate the madness and cynicism and frank and open loathing of country that characterizes today's Republicans,0
Can't wait until Anderson silva taps out tonight @cwood2day @J_Cross10,1
"Someone comes to me and is like 'irene, what time did u GOT home yesterday? What time did you LEFT here' #plantation",2
@samyoungman Boehner sent a letter? @jamiedupree tweeted yesterday about one from Cantor.,2
Season 3 of Sons of Anarchy needs to hurry the eff up already. Come on August 30!  #addictedtonetflixinstant,2
So the dude on shameless last night is lucien from big brother,2
"Last night I had a dream that I made it to the VMA's , & I was on 106&Park talking about my album coming out. Time to make it all a reality.",1
Can't wait to see @example on Celebrity Juice tonight!,1
"ha!RT @amNewYork: After a weekend of subway mayhem, the MTA expects service to return to normal for your morning commute http://t.co/Xaw29WA",2
"Ok, so I've watched Jersey Shore today for the first time ever. Can't say I believe the hype. But its comical.",1
RT @deannajefferson: Our new dance instructor for #ClubFitness has toured w/ Beyonce!!! You know our Beyonce themed night is going to be ...,2
"Repaired elderly female's Windows 7 based laptop today (pro bono) and in her living room was the largest 1080i cathode ray tube ever, 55"".",2
Droid Bionic comes out the 8th? Ohhhh hmm...,2
Nothing like a steak dinner then True Blood on demand with my favorite person on earth! Perfect saturday night :),1
"RT @helenlewis: Fire up the outrage machine, because Channel 4 are showing Four Lions as part of a 9/11 anniversary season: http://t.co/ ...",0
We salute you Lloyd Robertson. Good evening. #LtotheLtotheOYD #fb,1
"@LilTunechi cannot afford to go like @KingJames in the 4th. Carter IV has to be great, anything less its a failure",0
